y_texts,y_pred_probs,y_pred
usairways worst customer service flights always delayed,[ 5.4646153 -2.9318507 -2.5171313],0
“jetblue fleets fleek oh word,[ 1.2323227  2.3919315 -3.8372512],1
united thank,[-2.240491   0.1751327  2.3573966],2
nice rt virginamerica vibe moodlight takeoff touchdown,[-5.1559587   0.97347194  4.4343977 ],2
americanair hold wcustomer service line minutes phone agent min bf call droped,[ 5.671446  -2.7384236 -2.7616432],0
jetblue switch seat trip sunday,[-2.82177    5.4481645 -2.8821075],1
united thanks helpful understand reduced price seats sold checkin priority certificates,[-3.2175426 -1.0196526  4.8276696],2
americanair happy purchase upgrade avail next flight,[-5.0057225  1.8371962  3.2309585],2
southwestair great job looking forward next trip able use new feature,[-2.8340786 -2.4359562  6.0132713],2
americanair keep returning call hanging answer help reflight booking problems flight,[ 5.4248977 -2.6024296 -2.818443 ],0
americanair entire process took sooooo long decent seats left,[ 5.535143  -2.9343588 -2.5275612],0
united yes headed deice minutes sent made austin waiting luggage,[ 4.941027  -3.0348227 -1.7969948],0
americanair missing full days work thanks guys,[ 3.0504255  -3.5127428   0.33754396],0
usairways mobile app horrible needs major overhaul,[ 5.3803506 -3.0348577 -2.4278   ],0
americanair checked app since yesterday confirmed upgrade amp carry got counter amp manager upgraded somebody else seat,[ 4.8537073 -2.6879156 -2.1228225],0
united tried change flight three times phone got disconnected time,[ 5.266313  -2.9685156 -1.9892081],0
decisions decisions mandarinjourney united wed love try service offer status match kp”,[-1.7004613  5.3012424 -3.7370384],1
southwestair sinuses contend two painful landings rather one missed preregistration window beyond frustrated,[ 5.1224437 -2.8886387 -2.2491229],0
americanair return flight scheduled wednesday aa believe thanks help,[-3.0939753  -0.19680695  3.5399556 ],2
usairways jackkairys site clearly explains allowed carry allowed pit bos make sense,[ 4.537383  -2.406605  -2.1571076],0
united items sentimental value im heartbroken missing,[ 4.221335  -1.6592722 -2.79131  ],0
jetblue process begins,[ 1.1406318  3.2483299 -4.8727875],1
jetblue told jfk hour delay reason delay cant hard notify hours notice,[ 5.609345  -2.8458643 -2.650259 ],0
jetblue im game youre buying,[-1.9150183  3.6186101 -2.082548 ],1
americanair sure im running version,[-2.2695131  4.8203597 -2.9142945],1
americanair wine served usairways flights watered somehow right bottles,[ 1.3683144 -1.5201125  0.6422709],0
👉🚪rt jetblue fleets fleek,[-0.43244573  2.420859   -2.162817  ],1
southwestair flights looking tomorrow morning bna fort lauderdale fll,[-2.9776618  5.647309  -2.8457668],1
southwestair wounded vets stuck hv trouble agent help hold answer twitter pls respond,[ 5.354771  -2.311566  -3.1138356],0
united special promotions flights departing newark nj st johns antigua,[-3.2265341  5.740876  -2.5814369],1
jetblue booked flight guys im reconsidering decision reading tweet,[-0.04654279  3.9950607  -4.423893  ],1
jetblue yes slc,[-2.82295    5.4105573 -2.5479991],1
united thanks kp luckily transfer maintenance issues still delayed didnt miss transfer,[-1.9931511 -2.3616025  4.439139 ],2
united let assure travel time hm hm,[ 4.1866374 -1.8768092 -2.3284545],0
united trying get san juan chicago ohare lots problems may get standby flight,[ 5.193972  -1.1738046 -3.9932873],0
americanair delayed hours chicago still managed lose bag really happy,[ 5.027901  -3.5171297 -1.6664208],0
americanair hs students ithaca ny stuck miami flts xld u wont rebook get kids home use carrier alliance,[ 5.5532045 -2.8131692 -2.6258926],0
southwestair would anything tickets vegas anything love imagine dragons much,[-4.29213     0.46812195  4.4606776 ],2
southwestair free tv watching daytona,[-3.7444966  4.799645  -1.221479 ],1
usairways help,[ 0.24479973  2.7505574  -2.9304392 ],1
united nexus confirmed crossing via air car boat travel nexus,[-2.824744   5.3141465 -2.3032968],1
united weighed checked bag,[ 3.9072704  -0.56074387 -3.718236  ],0
southwestair cool bags take bit longer dont give baggage blue ballsturn carousel tell coming,[ 4.681325  -2.2403421 -2.451206 ],0
southwestair letting dm fszyo,[-1.8282608  5.4026146 -3.7543626],1
southwestair denver phoenix think finally getting ready take,[-2.7042575  3.6124513 -1.1554159],1
usairways might possibly worst airline ever think time brush customer service,[ 5.330072  -3.155122  -2.1728408],0
jetblue could beginning bluetiful relationship,[-3.8409343  1.782876   2.042851 ],2
united youll hearing sure,[ 3.4690788  -0.66241664 -2.8934696 ],0
southwestair many others didnt know stopping non stop flights atl hartford ct april,[ 4.9855    -1.3614817 -3.7778604],0
southwestair way add known traveler number existing reservation online,[-1.2469999  5.0324173 -3.9601467],1
united updates dot looking united fares london us last week,[-1.8321829  5.098521  -3.5975592],1
americanair wifi dcastl route hour flight could use love,[ 0.62715477 -0.7018506   0.03274129],0
americanair thank truly appreciate help sent dm,[-3.2022302 -1.8175628  5.66176  ],2
jetblue boston still sitting,[ 3.7212856 -2.0805576 -1.9026593],0
despite mother natures best efforts southwestairs goodhumored folks got us home safely area heavily affected winter storms,[-2.162103  -2.341365   4.9170804],2
jetblue im wearing,[-2.121167   5.1170955 -2.9564123],1
“jetblue fleets fleek,[-2.174803   5.519526  -3.4619892],1
southwestair took bos bwi plane flight stl promised replacement hours late flightr hours delayed happy,[ 5.3837442 -2.9482236 -2.383795 ],0
southwestair thats awesome library,[-2.1247845 -2.4706285  5.3429914],2
united u get crew member waiting told minutes ago landed still gate,[ 5.588862 -2.712765 -2.802842],0
southwestair hope take selfie stick plane today,[-3.391867   3.0080402  0.5058038],1
southwestair make premium wifi pay decent,[ 1.1766517 -0.2030019 -1.0404059],0
americanair flight cancelled flightled call arent accepting calls reschedule flight,[ 5.2157135 -2.3860958 -2.8159068],0
usairways americanair incompetent,[ 5.2110677 -3.0312505 -2.1711094],0
jetblue maybe supervisor find international checkin ftl hasnt moved minutes yet employees picked pizza,[ 5.5077605 -2.736094  -2.7207663],0
usairways planes sitting one going home,[ 4.8246937 -2.542872  -2.3583035],0
americanair dm explain whole story earlier flight us,[ 4.1503763  0.4766066 -4.6695237],0
united honestly ruining fucking life right never,[ 5.550803  -2.8244298 -2.7130704],0
united every time search flight site logs gives error message book different airline cancelled flight card,[ 4.9513993 -2.2950845 -2.5045698],0
united plane sounds like dj scratching normal eventually new entertainment fee,[ 5.370212 -2.363724 -2.650173],0
united funny flights yesterday delayed mechanical issues rotten luck get planes row issues,[ 5.4286876 -2.9978552 -2.2827857],0
usairways collectively since friday ive hold customer service hrs issue resolved frustrated,[ 5.376803  -2.8998826 -2.4211118],0
americanair watch parentthey break stroller amp tell look fine print,[ 5.2040315 -2.377732  -2.8760662],0
jetblue said havent started looking gave limit nyc waldorf astoria cant find outfit 😒,[ 4.5852737 -1.8072394 -2.701979 ],0
united hrs searching flts find site amp cant book offered bc seg isnt really available,[ 5.5374055 -2.4347336 -3.0509725],0
rudeness poor customers service job requirement americanair waiting hrs still havent even seen one plane😡,[ 5.4843326 -2.6784377 -2.8217418],0
united suntoshi still like united airlines,[-3.1504312  -0.49751547  3.626982  ],2
united waiting days military bags airport hours away horrible,[ 5.462945  -2.8788636 -2.6532123],0
jetblue worries delay minor dealt nicely captain flight way,[-0.8222553 -2.6667192  3.877495 ],2
united phone,[ 2.2549741 -0.9428976 -1.39825  ],0
united thats concerned,[ 4.2756925 -2.583212  -1.7828618],0
americanair karen riedel rock star employee miracle worker really appreciated help morning,[-3.2864962 -2.1914065  6.043915 ],2
jetblue flight departing even board,[ 4.4700437 -0.7430233 -3.9189909],0
americanair going flight delay lot,[ 5.1612787 -3.1146193 -1.978237 ],0
usairways tell professors dont show classwrite midterm im stuck flights home 😠,[ 4.8460736 -1.8670805 -3.0197294],0
jetblue boarding flight captain informs could exceed hrs regulation turned plane around incredible,[ 2.201184  -2.8053281  0.7057698],0
usairways joyadventuremom breastfeeding mommas watching story country better work faster response,[ 4.1303225  -0.49404374 -3.82921   ],0
united long characters,[ 2.0025506   0.93086356 -3.0414355 ],0
united think actually like screen campilley 😃😃😃,[-4.561332   2.1550753  2.5337071],2
united flight delayed another hour mins transit lax extremely unlikely make,[ 5.3589396 -3.0998514 -2.220935 ],0
americanair thinks good cs get everyone gate flight wait bc plane ready,[ 3.8117743 -2.1944418 -1.4947909],0
jetblue wish best luck im enjoying luxurious free amount leg space rn thanks,[-2.4703696 -2.3799183  5.480684 ],2
jetblue agent told us tsa didnt crew get bags,[ 5.4758134 -2.8732529 -2.5323145],0
americanair flight get cancelled flightled waiting rep rebook wondering issues getting,[ 5.1163993 -2.600681  -2.520798 ],0
usairways hours hours four hours like joke,[ 5.6247673 -2.6581085 -2.9511983],0
americanair waited hold two hours call really unreliable,[ 5.48115   -3.1505747 -2.2900157],0
jetblue flight attendant angel awesome,[-2.6565976 -2.5010715  5.9832244],2
united first seats open ua upgrades processed gate agents yyz said busy cool,[ 2.5002074  -2.7709694   0.23751059],0
southwestair luckily people working bso chicago midway attentive found bags punta cana,[ 0.8665022 -0.544843  -0.1101954],0
virginamerica normal receive reply central baggage,[ 0.60547847  3.6399286  -4.510155  ],1
usairways app bad feel bad,[ 5.1834044 -2.3541453 -2.832754 ],0
united ua madrid arrived agent mass confusion sent fro ua employees maryjo rude unhelpful,[ 5.59349   -2.8598886 -2.70966  ],0
southwestair fortunemagazine friendliest employees,[-2.7420864 -2.2384803  5.838734 ],2
united lost voucher given miami aeroport jan use,[ 0.80541706  3.0624866  -3.9179413 ],1
southwestair hello hold extremely long time confirmation amp cant get boarding pass tried numerous times,[ 4.9932556 -1.9106987 -2.910969 ],0
united took hour half though,[ 5.235886  -3.1369991 -2.0388367],0
usairways pregnant ladys hoping amppraying hubbys flight bwi gets ground id like get baby,[-0.461754   4.600104  -4.2841597],1
southwestair cxed almost entire east coast flights planes taking traveling fine need get nev asap,[ 3.2405636 -1.7017709 -1.6001306],0
usairways every time call im hold min get disconnected way someone help,[ 5.5477605 -2.5206478 -3.0142906],0
united well someone tell employees denver baggage claim still bag,[ 5.2324634 -3.0135615 -2.2368724],0
southwestair imaginedragons pick someone destination dragons,[-1.5937206  4.290316  -2.599314 ],1
americanair thats extra hours travel time missed vacation time guys messing professional life,[ 5.3574    -3.1244009 -2.3209743],0
southwestair redeempoints packages magically gone time finally got felt like,[ 1.1137189  -0.7203596  -0.33888218],0
southwestair dates fly go past august,[-2.021663   5.4732833 -3.6285028],1
americanair second pic cdg,[-1.6820606  5.1905494 -3.68874  ],1
united never held plane,[ 5.373713  -3.174023  -2.2823312],0
usairways americanair maam doors close mins prior departure mins laughter agents,[ 5.601071  -2.339716  -3.1783054],0
americanair misplaced bag hr ago cant tell ive lost stuff,[ 5.3442893 -3.089854  -2.3244488],0
united hi updates,[-0.7338045  4.4999185 -4.137884 ],1
southwestair clinicpolly thank may already responded uxzj,[-3.6258876  -0.92354506  5.1154814 ],2
americanair worst air experience ever first plane yet,[ 5.5597777 -2.9164054 -2.5716825],0
southwestair wife hold minutesi get weather bad insane,[ 5.383818  -2.5187094 -2.6913834],0
united thanks finally made missed meetings,[-0.51929617 -2.996373    3.8107386 ],2
americanair cancelled flighted flight tomorrow morning number nothing please want go home,[ 5.450657  -3.0080378 -2.4506447],0
southwestair flight fort lauderdale bwi cancelled flight flight flight trip id,[-0.24836147  3.4817584  -3.612631  ],1
southwestair airline flying bna today,[-2.4416497  4.72172   -2.3327405],1
southwestair doesnt mean tsa precheck show mobile boarding pass ktn linked account,[ 2.2117045  1.3110734 -3.6759827],0
jetblue thanks,[-3.8900235   0.49031663  3.8758094 ],2
